,ISO code,Year,heat_energy_co,High,Low,dwel_area,deg_days,Country,GDP
0,AT,1990,4.8858,6.0,0.2,84.0753,3653.29,Austria,19461.99694
1,AT,1991,4.8931,6.0,0.2,84.5465,4007.59,Austria,20605.85357
2,AT,1992,5.0566,6.0,0.2,85.0993,3595.32,Austria,21281.15471
3,AT,1993,4.9303,6.0,0.2,85.536,3766.17,Austria,21720.51107
4,AT,1994,5.0382,6.0,0.2,86.1,3367.48,Austria,22629.97096
5,AT,1995,4.9445,6.0,0.2,87.4,3799.04,Austria,23684.62005
6,AT,1996,4.9014,6.0,0.2,88.2,4119.39,Austria,24553.84013
7,AT,1997,4.832,6.0,0.2,88.8,3684.86,Austria,25426.71741
8,AT,1998,5.0505,6.0,0.2,89.1,3714.68,Austria,26675.04316
9,AT,1999,5.136,6.0,0.2,89.9,3670.18,Austria,27606.48303
10,AT,2000,5.3302,6.0,0.2,90.6,3408.97,Austria,29376.01974
11,AT,2001,5.1594,6.0,0.2,91.3,3747.09,Austria,29702.79753
12,AT,2002,5.2083,6.0,0.2,91.8,3480.79,Austria,31178.69333
13,AT,2003,4.9458,6.0,0.2,93.9,3703.61,Austria,32144.24181
14,AT,2004,4.9909,6.0,0.2,96.4,3737.74,Austria,33773.82578
15,AT,2005,4.9598,6.0,0.2,96.9,3853.61,Austria,35013.71404
16,AT,2006,5.0308,6.0,0.2,97.4,3649.35,Austria,37662.18517
17,AT,2007,5.147,6.0,0.2,97.8,3363.28,Austria,39430.60917
18,AT,2008,5.1344,6.0,0.2,98.0,3444.43,Austria,41316.22518
19,AT,2009,5.0611,6.0,0.2,98.2,3504.84,Austria,40918.13212
20,AT,2010,4.8178,6.0,0.2,98.8,3905.88,Austria,42009.43853
21,AT,2011,5.0246,6.0,0.2,99.0,3409.28,Austria,44452.73275
22,AT,2012,5.0928,6.0,0.2,99.1,3552.85,Austria,46457.34578
23,AT,2013,5.2256,6.0,0.2,99.6,3635.43,Austria,47922.04912
24,AT,2014,5.3901,6.0,0.2,99.7,3126.98,Austria,48799.71547
25,AT,2015,5.378,6.0,0.2,99.2,3316.42,Austria,49865.90394
26,AT,2016,5.3763,6.0,0.2,99.3,3419.3,Austria,52684.01711
27,AT,2017,5.2913,6.0,0.2,99.6,3498.07,Austria,54172.98679
28,AT,2018,5.3251,6.0,0.2,100.1,3193.65,Austria,56960.09143
29,AT,2019,5.4059,6.0,0.2,100.0,3279.5,Austria,58076.3488
30,BG,1990,1.5175,6.2,-2.0,58.82,2526.37,Bulgaria,7547.12237
31,BG,1991,1.4513,6.2,-2.0,58.88,3003.33,Bulgaria,7214.513778
32,BG,1992,1.4955,6.2,-2.0,63.54,2735.4,Bulgaria,6916.174153
33,BG,1993,1.5396,6.2,-2.0,63.75,2885.77,Bulgaria,7031.17228
34,BG,1994,1.4955,6.2,-2.0,63.58,2486.25,Bulgaria,7336.747085
35,BG,1995,1.3033,6.2,-2.0,63.66,2779.84,Bulgaria,7738.843638
36,BG,1996,1.4579,6.2,-2.0,63.7,3039.62,Bulgaria,6846.984339
37,BG,1997,1.3287,6.2,-2.0,63.75,2937.72,Bulgaria,5750.439437
38,BG,1998,1.5095,6.2,-2.0,63.79,2692.83,Bulgaria,6177.653654
39,BG,1999,1.4649,6.2,-2.0,63.85,2478.83,Bulgaria,5807.811701
40,BG,2000,1.4283,6.2,-2.0,63.91,2481.29,Bulgaria,6421.959135
41,BG,2001,1.2675,6.2,-2.0,63.45,2525.98,Bulgaria,6958.978417
42,BG,2002,1.4366,6.2,-2.0,63.5,2522.88,Bulgaria,7786.448422
43,BG,2003,1.346,6.2,-2.0,63.55,2891.31,Bulgaria,8416.983667
44,BG,2004,1.3793,6.2,-2.0,63.6,2537.4,Bulgaria,9201.504128
45,BG,2005,1.3151,6.2,-2.0,63.67,2692.51,Bulgaria,10291.43777
46,BG,2006,1.369,6.2,-2.0,63.74,2660.51,Bulgaria,11408.11806
47,BG,2007,1.4366,6.2,-2.0,63.82,2393.19,Bulgaria,12811.35877
48,BG,2008,1.4629,6.2,-2.0,63.9,2466.82,Bulgaria,14335.7146
49,BG,2009,1.4945,6.2,-2.0,63.946,2437.31,Bulgaria,14181.15468
50,BG,2010,1.4769,6.2,-2.0,63.9991,2516.82,Bulgaria,14956.48718
51,BG,2011,1.44,6.2,-2.0,72.75,2798.59,Bulgaria,15747.08538
52,BG,2012,1.5455,6.2,-2.0,73.071,2614.0,Bulgaria,16327.87261
53,BG,2013,1.5544,6.2,-2.0,73.0983,2387.56,Bulgaria,16647.0064
54,BG,2014,1.5001,6.2,-2.0,73.13,2365.02,Bulgaria,17616.91318
55,BG,2015,1.5521,6.2,-2.0,73.1723,2371.11,Bulgaria,18391.92747
56,BG,2016,1.5719,6.2,-2.0,73.1975,2420.17,Bulgaria,20074.35539
57,BG,2017,1.5406,6.2,-2.0,73.2286,2527.59,Bulgaria,21469.94544
58,BG,2018,1.5631,6.2,-2.0,73.2693,2352.1,Bulgaria,23016.09064
59,BG,2019,1.6196,6.2,-2.0,73.3284,2152.56,Bulgaria,24497.62727
60,HR,1990,1.5304,7.4,-0.8,70.0,2346.28,,
61,HR,1991,1.46,7.4,-0.8,70.0,2804.18,,
62,HR,1992,1.4261,7.4,-0.8,70.0,2489.43,,
63,HR,1993,1.3941,7.4,-0.8,70.0,2573.6,,
64,HR,1994,1.4364,7.4,-0.8,70.482,2259.51,,
65,HR,1995,1.4572,7.4,-0.8,71.0896,2642.38,Croatia,8075.77969
66,HR,1996,1.5443,7.4,-0.8,69.8608,2877.77,Croatia,8827.541242
67,HR,1997,1.5621,7.4,-0.8,70.2059,2538.52,Croatia,9558.53881
68,HR,1998,1.5987,7.4,-0.8,70.8707,2514.58,Croatia,9910.372888
69,HR,1999,1.7236,7.4,-0.8,70.4853,2425.23,Croatia,9960.338531
70,HR,2000,1.7305,7.4,-0.8,71.6104,2119.27,Croatia,10683.60352
71,HR,2001,1.7501,7.4,-0.8,74.4,2358.02,Croatia,11655.64408
72,HR,2002,1.868,7.4,-0.8,75.1,2179.12,Croatia,12769.77529
73,HR,2003,1.7908,7.4,-0.8,75.8,2569.42,Croatia,13682.12212
74,HR,2004,1.8406,7.4,-0.8,76.5,2464.57,Croatia,14675.26145
75,HR,2005,1.7967,7.4,-0.8,77.2,2684.01,Croatia,15436.64441
76,HR,2006,1.8285,7.4,-0.8,77.9,2408.49,Croatia,17595.75721
77,HR,2007,1.8621,7.4,-0.8,78.6,2208.64,Croatia,19493.23508
78,HR,2008,1.8353,7.4,-0.8,79.3,2214.64,Croatia,20921.54056
79,HR,2009,1.8561,7.4,-0.8,80.0,2273.67,Croatia,20149.50957
80,HR,2010,1.776,7.4,-0.8,80.7,2521.22,Croatia,19967.21373
81,HR,2011,1.8174,7.4,-0.8,80.9,2359.44,Croatia,21014.7388
82,HR,2012,1.7621,7.4,-0.8,81.6,2355.07,Croatia,21397.48678
83,HR,2013,1.7311,7.4,-0.8,82.3,2290.0,Croatia,22081.09779
84,HR,2014,1.8459,7.4,-0.8,83.0,1885.28,Croatia,22325.07659
85,HR,2015,1.7782,7.4,-0.8,83.7,2246.21,Croatia,23301.27286
86,HR,2016,1.714,7.4,-0.8,84.4,2264.65,Croatia,25210.98297
87,HR,2017,1.6797,7.4,-0.8,85.1,2323.22,Croatia,27154.08469
88,HR,2018,1.6946,7.4,-0.8,85.8,2139.52,Croatia,28877.23828
89,HR,2019,1.697,7.4,-0.8,86.5,2076.47,Croatia,30543.93375
90,CZ,1990,6.0091,3.8,-2.6,61.0038,3302.92,Czechia,12717.96987
91,CZ,1991,5.0449,3.8,-2.6,62.1702,3746.58,Czechia,11648.85354
92,CZ,1992,5.0049,3.8,-2.6,63.3203,3370.68,Czechia,11841.85562
93,CZ,1993,4.6303,3.8,-2.6,64.4539,3577.73,Czechia,12117.44965
94,CZ,1994,5.0423,3.8,-2.6,65.5712,3269.88,Czechia,12731.67043
95,CZ,1995,4.7921,3.8,-2.6,66.683,3579.79,Czechia,13852.1499
96,CZ,1996,4.8654,3.8,-2.6,67.7645,4116.32,Czechia,14685.69353
97,CZ,1997,5.0485,3.8,-2.6,68.8294,3640.37,Czechia,14824.65952
98,CZ,1998,4.8883,3.8,-2.6,69.8778,3427.02,Czechia,14977.72206
99,CZ,1999,5.0026,3.8,-2.6,70.9097,3312.24,Czechia,15396.31178
100,CZ,2000,5.1661,3.8,-2.6,71.9251,3097.45,Czechia,16235.48063
101,CZ,2001,5.1052,3.8,-2.6,71.862,3560.09,Czechia,17621.05413
102,CZ,2002,5.1863,3.8,-2.6,71.7974,3273.97,Czechia,18252.57277
103,CZ,2003,5.1202,3.8,-2.6,71.7288,3460.67,Czechia,19538.0704
104,CZ,2004,4.993,3.8,-2.6,71.656,3470.78,Czechia,20932.07842
105,CZ,2005,4.7148,3.8,-2.6,75.8,3550.0,Czechia,22095.38785
106,CZ,2006,4.9549,3.8,-2.6,76.0,3430.32,Czechia,23923.70388
107,CZ,2007,4.8712,3.8,-2.6,76.05,3180.25,Czechia,26282.37549
108,CZ,2008,4.9089,3.8,-2.6,76.6,3210.66,Czechia,27974.48713
109,CZ,2009,4.8669,3.8,-2.6,77.28,3333.48,Czechia,27761.50915
110,CZ,2010,4.9852,3.8,-2.6,77.414,3828.88,Czechia,27881.968
111,CZ,2011,5.1611,3.8,-2.6,76.8579,3234.6,Czechia,29001.36804
112,CZ,2012,5.1608,3.8,-2.6,77.652,3399.61,Czechia,29254.73127
113,CZ,2013,5.1281,3.8,-2.6,78.227,3514.82,Czechia,30818.10816
114,CZ,2014,5.1763,3.8,-2.6,78.802,2919.87,Czechia,32502.47535
115,CZ,2015,5.0606,3.8,-2.6,79.377,3090.62,Czechia,33899.28657
116,CZ,2016,4.9632,3.8,-2.6,80.3309,3247.67,Czechia,36097.70526
117,CZ,2017,4.9483,3.8,-2.6,80.0737,3311.5,Czechia,38824.88792
118,CZ,2018,5.2997,3.8,-2.6,80.4,2995.64,Czechia,41135.49298
119,CZ,2019,5.2657,3.8,-2.6,80.7484,2998.07,Czechia,42847.00474
120,DK,1990,3.9246,4.6,-0.4,107.0,3084.85,Denmark,18233.9461
121,DK,1991,3.8053,4.6,-0.4,106.8,3502.41,Denmark,19063.7439
122,DK,1992,3.8827,4.6,-0.4,106.9,3148.59,Denmark,19814.14336
123,DK,1993,3.8204,4.6,-0.4,107.0,3572.27,Denmark,20218.49904
124,DK,1994,3.9395,4.6,-0.4,107.0,3421.25,Denmark,21678.08448
125,DK,1995,3.9037,4.6,-0.4,107.4,3549.28,Denmark,22684.25267
126,DK,1996,3.6839,4.6,-0.4,107.6,4035.52,Denmark,23734.83156
127,DK,1997,3.9681,4.6,-0.4,107.9,3490.29,Denmark,24928.40293
128,DK,1998,3.9544,4.6,-0.4,108.2,3410.83,Denmark,25814.05912
129,DK,1999,3.9654,4.6,-0.4,108.5,3202.85,Denmark,26653.8239
130,DK,2000,3.9007,4.6,-0.4,108.8,3112.07,Denmark,28658.12496
131,DK,2001,3.7345,4.6,-0.4,108.9,3494.43,Denmark,29437.31034
132,DK,2002,3.8861,4.6,-0.4,108.9,3189.34,Denmark,30640.34562
133,DK,2003,3.8484,4.6,-0.4,109.3,3325.61,Denmark,30820.38922
134,DK,2004,3.8531,4.6,-0.4,109.5,3309.22,Denmark,32938.6921
135,DK,2005,3.9087,4.6,-0.4,109.8479,3261.34,Denmark,34150.15946
136,DK,2006,4.0442,4.6,-0.4,110.0552,3084.26,Denmark,37334.39016
137,DK,2007,4.1128,4.6,-0.4,110.5724,3000.97,Denmark,39006.20232
138,DK,2008,4.0291,4.6,-0.4,110.9511,3019.35,Denmark,41278.32683
139,DK,2009,3.8203,4.6,-0.4,111.5012,3230.76,Denmark,40331.40688
140,DK,2010,3.6421,4.6,-0.4,111.4269,3982.16,Denmark,43003.05459
141,DK,2011,3.9497,4.6,-0.4,117.3088,3148.45,Denmark,44403.38484
142,DK,2012,3.6346,4.6,-0.4,117.5747,3424.15,Denmark,44803.96824
143,DK,2013,3.6636,4.6,-0.4,117.8527,3396.28,Denmark,46726.85414
144,DK,2014,3.9209,4.6,-0.4,118.0464,2834.98,Denmark,47901.44736
145,DK,2015,3.9063,4.6,-0.4,118.3508,3114.15,Denmark,49045.33919
146,DK,2016,3.9201,4.6,-0.4,118.6084,3141.46,Denmark,51976.00571
147,DK,2017,3.8537,4.6,-0.4,118.8084,3112.11,Denmark,55356.68078
148,DK,2018,3.8688,4.6,-0.4,118.4042,3048.54,Denmark,57482.9624
149,DK,2019,3.8026,4.6,-0.4,118.4543,3026.8,Denmark,58700.97467
150,EE,1995,0.7142,0.4,-5.0,58.5575,4217.99,Estonia,6476.327722
151,EE,1996,0.7268,0.4,-5.0,58.6218,4826.67,Estonia,6889.810061
152,EE,1997,0.7907,0.4,-5.0,58.7266,4451.34,Estonia,7979.377726
153,EE,1998,0.6806,0.4,-5.0,58.8539,4485.82,Estonia,8450.577598
154,EE,1999,0.6502,0.4,-5.0,58.9297,4169.2,Estonia,8412.066776
155,EE,2000,0.66,0.4,-5.0,60.0225,3904.14,Estonia,9421.291423
156,EE,2001,0.6088,0.4,-5.0,60.074,4356.83,Estonia,10314.26282
157,EE,2002,0.596,0.4,-5.0,60.1285,4277.7,Estonia,11663.2715
158,EE,2003,0.5745,0.4,-5.0,60.1988,4436.75,Estonia,13132.58072
159,EE,2004,0.5776,0.4,-5.0,60.3099,4338.2,Estonia,14536.34741
160,EE,2005,0.5614,0.4,-5.0,60.4577,4331.94,Estonia,16634.89274
161,EE,2006,0.5757,0.4,-5.0,60.5907,4173.78,Estonia,19345.31471
162,EE,2007,0.6331,0.4,-5.0,60.7333,4056.17,Estonia,22195.19759
163,EE,2008,0.6431,0.4,-5.0,60.9423,3882.35,Estonia,22802.34218
164,EE,2009,0.5895,0.4,-5.0,61.153,4318.15,Estonia,20477.85243
165,EE,2010,0.5634,0.4,-5.0,61.3372,4887.23,Estonia,21619.45455
166,EE,2011,0.6015,0.4,-5.0,61.4728,4084.0,Estonia,24557.23615
167,EE,2012,0.5607,0.4,-5.0,61.6145,4579.62,Estonia,25996.04678
168,EE,2013,0.5906,0.4,-5.0,61.5402,4154.32,Estonia,27464.51868
169,EE,2014,0.556,0.4,-5.0,62.2,4143.17,Estonia,28945.46533
170,EE,2015,0.5834,0.4,-5.0,62.2159,3795.56,Estonia,29175.92593
171,EE,2016,0.5811,0.4,-5.0,62.2175,4208.45,Estonia,31312.7523
172,EE,2017,0.5772,0.4,-5.0,62.3022,4209.57,Estonia,33821.93291
173,EE,2018,0.5976,0.4,-5.0,61.5093,4064.64,Estonia,36249.35815
174,EE,2019,0.6251,0.4,-5.0,62.4,3883.05,Estonia,37851.30077
175,FI,1995,2.8857,-0.2,-6.0,93.5867,5648.63,Finland,19576.56812
176,FI,1996,2.8626,-0.2,-6.0,93.7558,5877.82,Finland,20082.33823
177,FI,1997,2.9143,-0.2,-6.0,95.0906,5735.31,Finland,21794.48665
178,FI,1998,2.9842,-0.2,-6.0,95.3121,6007.95,Finland,23576.94603
179,FI,1999,3.0556,-0.2,-6.0,96.1912,5667.04,Finland,24767.28067
180,FI,2000,3.2193,-0.2,-6.0,95.7688,5211.69,Finland,26784.70647
181,FI,2001,3.1269,-0.2,-6.0,95.958,5766.64,Finland,27795.67493
182,FI,2002,3.1469,-0.2,-6.0,95.9834,5736.48,Finland,28605.12232
183,FI,2003,3.239,-0.2,-6.0,96.2946,5665.7,Finland,29051.48643
184,FI,2004,3.2885,-0.2,-6.0,96.6785,5561.61,Finland,31201.73494
185,FI,2005,3.3794,-0.2,-6.0,98.0895,5295.38,Finland,32051.794
186,FI,2006,3.4408,-0.2,-6.0,98.6485,5442.56,Finland,34455.10533
187,FI,2007,3.5431,-0.2,-6.0,98.6966,5321.96,Finland,37838.34019
188,FI,2008,3.6073,-0.2,-6.0,99.1034,5332.63,Finland,40083.69727
189,FI,2009,3.5167,-0.2,-6.0,99.9043,5608.3,Finland,37972.27005
190,FI,2010,3.4902,-0.2,-6.0,99.5232,6179.75,Finland,38956.47222
191,FI,2011,3.5022,-0.2,-6.0,99.8569,5239.13,Finland,40916.83858
192,FI,2012,3.4942,-0.2,-6.0,100.2038,5839.92,Finland,40873.09533
193,FI,2013,3.5172,-0.2,-6.0,100.127,5238.58,Finland,41493.14165
194,FI,2014,3.5382,-0.2,-6.0,101.0845,5237.14,Finland,41757.40219
195,FI,2015,3.6882,-0.2,-6.0,101.6647,5014.74,Finland,42497.70498
196,FI,2016,3.5282,-0.2,-6.0,101.6332,5325.9,Finland,44934.44821
197,FI,2017,3.4446,-0.2,-6.0,101.7072,5508.23,Finland,47570.13358
198,FI,2018,3.4512,-0.2,-6.0,101.5587,5349.59,Finland,49580.6052
199,FI,2019,3.3987,-0.2,-6.0,101.7,5482.97,Finland,50321.53969
200,FR,1990,30.9508,10.8,4.04,85.71,2335.26,France,17642.07214
201,FR,1991,30.5713,10.8,4.04,86.0741,2731.9,France,18328.01308
202,FR,1992,30.9636,10.8,4.04,86.4405,2549.79,France,18951.04355
203,FR,1993,30.9372,10.8,4.04,86.8045,2588.69,France,19194.93561
204,FR,1994,31.7335,10.8,4.04,87.1614,2263.02,France,19992.61582
205,FR,1995,31.2962,10.8,4.04,87.5191,2422.45,France,20766.70164
206,FR,1996,30.3748,10.8,4.04,87.8966,2708.36,France,21352.88199
207,FR,1997,30.8596,10.8,4.04,88.1546,2300.16,France,22243.73435
208,FR,1998,31.3609,10.8,4.04,88.4267,2471.7,France,23359.44873
209,FR,1999,32.1364,10.8,4.04,88.711,2351.43,France,24307.50281
210,FR,2000,32.4907,10.8,4.04,88.9762,2270.83,France,26090.63447
211,FR,2001,32.2787,10.8,4.04,89.248,2412.55,France,27490.05173
212,FR,2002,32.9139,10.8,4.04,89.6485,2210.01,France,28523.88619
213,FR,2003,31.1931,10.8,4.04,90.0544,2374.08,France,28172.69565
214,FR,2004,31.2304,10.8,4.04,90.4587,2502.78,France,29060.45099
215,FR,2005,30.8404,10.8,4.04,90.8572,2506.25,France,30498.57688
216,FR,2006,30.625,10.8,4.04,91.2534,2315.45,France,32468.54158
217,FR,2007,30.9015,10.8,4.04,91.2197,2264.04,France,34121.34388
218,FR,2008,29.6395,10.8,4.04,91.191,2442.65,France,35095.26568
