,Lifter,Date,variable,value
907,John Wallace,03/26/2022,points_ipf_gl,89.14
908,Eddy Loeza,08/13/2022,points_ipf_gl,89.12
909,Cordarius Harris,03/26/2022,points_ipf_gl,89.11
910,Trent Hurtado,03/26/2022,points_ipf_gl,89.1
911,William Reisinger,03/26/2022,points_ipf_gl,89.08
912,Luke Iannucci,07/30/2022,points_ipf_gl,89.07
913,Garrett Parkhill,03/26/2022,points_ipf_gl,89.07
914,David Nguyen,04/09/2022,points_ipf_gl,89.06
915,Gabriel Penzo,07/02/2022,points_ipf_gl,89.06
916,Taylor Lipton,08/06/2022,points_ipf_gl,89.05
917,Dominique Munroe,02/19/2022,points_ipf_gl,89.05
918,Cardavius Davis,07/30/2022,points_ipf_gl,89.05
919,Kurt Villa,09/17/2022,points_ipf_gl,89.04
920,Alexander Frawley,07/30/2022,points_ipf_gl,89.03
921,Sean Varela,04/23/2022,points_ipf_gl,89.01
922,Charles Le,07/30/2022,points_ipf_gl,89.0
923,Logan Herrington,05/07/2022,points_ipf_gl,89.0
924,Rodney Acevedo,03/26/2022,points_ipf_gl,89.0
925,Alexander Perez,08/06/2022,points_ipf_gl,88.99
926,Brad Jennings,03/26/2022,points_ipf_gl,88.99
927,Enoc Amador,06/25/2022,points_ipf_gl,88.97
928,Jeremy Kane,07/30/2022,points_ipf_gl,88.97
929,Jerrold Beach,01/29/2022,points_ipf_gl,88.96
930,Juyoung Lee,03/26/2022,points_ipf_gl,88.96
931,Cameron Brown,10/09/2022,points_ipf_gl,88.94
932,Nathaniel Neill,09/11/2022,points_ipf_gl,88.94
933,Weston Wilborn,07/23/2022,points_ipf_gl,88.89
934,Luke Miles,03/23/2022,points_ipf_gl,88.89
935,Abdulrahmane Abdul-Aziz,07/09/2022,points_ipf_gl,88.85
936,Connor Loskie,06/08/2022,points_ipf_gl,88.84
937,Kyle Davidson,04/23/2022,points_ipf_gl,88.8
938,Phil Diamond,03/04/2022,points_ipf_gl,88.8
939,Mike Tedesco,07/08/2022,points_ipf_gl,88.77
940,Brennon Naquin,08/06/2022,points_ipf_gl,88.77
941,Eric Cutherell,03/26/2022,points_ipf_gl,88.76
942,Mikel Bozarth,06/25/2022,points_ipf_gl,88.75
943,Raphael Olfato,01/22/2022,points_ipf_gl,88.75
944,Dylan Price,05/21/2022,points_ipf_gl,88.75
945,Minki Hong,02/26/2022,points_ipf_gl,88.75
946,Charles Williams,01/16/2022,points_ipf_gl,88.73
947,Jose Mendoza,04/02/2022,points_ipf_gl,88.72
948,Kevin Cherry,10/08/2022,points_ipf_gl,88.71
949,Grant Higa,03/04/2022,points_ipf_gl,88.71
950,Ed Minelli,01/22/2022,points_ipf_gl,88.7
951,Caleb England,06/08/2022,points_ipf_gl,88.7
952,Joshua Franks,03/26/2022,points_ipf_gl,88.69
953,Ryan Walsh,03/12/2022,points_ipf_gl,88.69
954,Tyler Shook,08/13/2022,points_ipf_gl,88.68
955,William Valle,07/23/2022,points_ipf_gl,88.68
956,Hayden Martin,10/15/2022,points_ipf_gl,88.67
957,Connor Moore,07/16/2022,points_ipf_gl,88.67
958,Bryan Peralta,04/30/2022,points_ipf_gl,88.66
959,Eugene Carl Malvar,06/08/2022,points_ipf_gl,88.65
960,Nathan Gottesman,10/15/2022,points_ipf_gl,88.63
961,Lorenzo Barnes,06/08/2022,points_ipf_gl,88.62
962,Jakob Koleszar,05/01/2022,points_ipf_gl,88.61
963,Joshua Hemenway,01/22/2022,points_ipf_gl,88.6
964,Obadiah Thompson,04/16/2022,points_ipf_gl,88.6
965,Lance Maulsby,03/26/2022,points_ipf_gl,88.59
966,Michael Koenig,07/30/2022,points_ipf_gl,88.59
967,Justin Blechinger,03/05/2022,points_ipf_gl,88.59
968,Juan Daniel Sobrepena,01/15/2022,points_ipf_gl,88.58
969,Raymond Chow,01/15/2022,points_ipf_gl,88.57
970,Jonathan Fisher,05/29/2022,points_ipf_gl,88.57
971,Nick Hammer,10/08/2022,points_ipf_gl,88.56
972,Kaden Gammelgaard,04/02/2022,points_ipf_gl,88.55
973,Mark Bogle,04/09/2022,points_ipf_gl,88.54
974,Caleb Slaughter,03/26/2022,points_ipf_gl,88.54
975,Ayush Gupta,05/21/2022,points_ipf_gl,88.54
976,Ryan Hollis,09/10/2022,points_ipf_gl,88.54
977,Alfred Lopez,09/10/2022,points_ipf_gl,88.52
978,Jared Arkfeld,07/09/2022,points_ipf_gl,88.48
979,Jackson Burch,09/24/2022,points_ipf_gl,88.48
980,Elijah Dertz,03/26/2022,points_ipf_gl,88.48
981,Logan Bjurstrom,07/09/2022,points_ipf_gl,88.46
982,Josh Foote,03/23/2022,points_ipf_gl,88.46
983,Patrick Jin,03/20/2022,points_ipf_gl,88.46
984,Jeffrey Wong,04/30/2022,points_ipf_gl,88.43
985,Khalil Murphy,01/15/2022,points_ipf_gl,88.42
986,James Brockmeyer,08/13/2022,points_ipf_gl,88.41
987,Brendan Papin,02/12/2022,points_ipf_gl,88.4
988,Dennis Forrest,02/20/2022,points_ipf_gl,88.4
989,Gio Guerrero,09/24/2022,points_ipf_gl,88.39
990,Rob Ward,03/04/2022,points_ipf_gl,88.38
991,Michael McBroom,03/26/2022,points_ipf_gl,88.37
992,Kenneth Brashears,03/05/2022,points_ipf_gl,88.36
993,Ivan Martinovic,09/25/2022,points_ipf_gl,88.36
994,Roman Ornelaz,09/10/2022,points_ipf_gl,88.35
995,Max Bergman,03/22/2022,points_ipf_gl,88.35
996,Seth Burman,03/05/2022,points_ipf_gl,88.34
997,Evan Talnose,03/23/2022,points_ipf_gl,88.34
998,Jordan Roman,01/22/2022,points_ipf_gl,88.33
999,Alex Maksym,09/11/2022,points_ipf_gl,88.33
1000,Bobb Matthews,06/08/2022,bodyweight_kg,98.1
1001,Ashton Rouska,03/05/2022,bodyweight_kg,103.8
1002,Brandon Pitre,06/08/2022,bodyweight_kg,89.2
1003,Keenan Lee,08/28/2022,bodyweight_kg,103.8
1004,Austin Perkins,08/06/2022,bodyweight_kg,72.5
1005,Russel Orhii,06/08/2022,bodyweight_kg,82.2
1006,Rondel Hunte,07/23/2022,bodyweight_kg,119.5
1007,Jon Gruden,06/08/2022,bodyweight_kg,81.5
1008,Angelo Fortino,06/08/2022,bodyweight_kg,81.9
1009,Sean Noriega,06/08/2022,bodyweight_kg,82.2
1010,Jawon Garrison,09/24/2022,bodyweight_kg,82.1
1011,Jonathan Hill,06/08/2022,bodyweight_kg,94.3
1012,Bryce Lewis,06/08/2022,bodyweight_kg,89.6
1013,Marcus Adodo,10/15/2022,bodyweight_kg,97.8
1014,JamaRR Royster,06/08/2022,bodyweight_kg,89.0
1015,Jerald Scott,06/08/2022,bodyweight_kg,81.4
1016,Morgan Aquino Garcia,06/08/2022,bodyweight_kg,66.9
1017,Dominique Fuqua,01/29/2022,bodyweight_kg,89.8
1018,Brian Le,10/08/2022,bodyweight_kg,66.3
1019,Charles Okpoko,03/19/2022,bodyweight_kg,72.3
1020,Kyle de Leon,06/08/2022,bodyweight_kg,81.7
1021,Jimmy Villanueva,03/06/2022,bodyweight_kg,80.7
1022,David Woolson,06/08/2022,bodyweight_kg,107.8
1023,Connor Borkert,06/08/2022,bodyweight_kg,89.6
1024,Anthony Bilal,09/03/2022,bodyweight_kg,81.8
1025,Justin Rogers,03/05/2022,bodyweight_kg,97.9
1026,Jared Martin,06/08/2022,bodyweight_kg,121.9
1027,Christopher Perez,06/07/2022,bodyweight_kg,81.9
1028,Joseph Borenstein,07/02/2022,bodyweight_kg,74.5
1029,Dameion Morris,09/10/2022,bodyweight_kg,81.7
1030,Kevin Nguyen,06/08/2022,bodyweight_kg,124.2
1031,Neil Osano,08/06/2022,bodyweight_kg,74.5
1032,Eric LaPointe,06/08/2022,bodyweight_kg,74.7
1033,Joshua Tukua,09/10/2022,bodyweight_kg,89.8
1034,Anas Anbar,06/08/2022,bodyweight_kg,74.4
1035,Lorenzo Wright,03/19/2022,bodyweight_kg,99.1
1036,Daniel Clements,06/08/2022,bodyweight_kg,67.2
1037,Joshua Powell,10/08/2022,bodyweight_kg,98.2
1038,Alex Luckow,06/08/2022,bodyweight_kg,81.7
1039,Richard Cho,06/08/2022,bodyweight_kg,74.2
1040,Tracy Gilliard,06/08/2022,bodyweight_kg,81.4
1041,Mark Frezzell,06/08/2022,bodyweight_kg,73.6
1042,Daniel Howell,06/08/2022,bodyweight_kg,89.5
1043,Jacob Ramos,06/08/2022,bodyweight_kg,74.8
1044,Uthdoung pros,03/06/2022,bodyweight_kg,81.6
1045,Trevor Bowlus,02/26/2022,bodyweight_kg,81.6
1046,Deon Johnston,06/08/2022,bodyweight_kg,74.5
1047,Preston Savoy Jr,10/15/2022,bodyweight_kg,104.4
1048,Charlie Yeng,06/08/2022,bodyweight_kg,65.6
1049,Charvis Paia,06/07/2022,bodyweight_kg,82.4
1050,Andre' Easter Ii,10/15/2022,bodyweight_kg,89.5
1051,Kim Tran,06/08/2022,bodyweight_kg,74.3
1052,Gage Carreon,03/06/2022,bodyweight_kg,80.2
1053,Sean Collins,04/10/2022,bodyweight_kg,86.1
1054,Kyle Power,04/23/2022,bodyweight_kg,99.0
1055,Kai Zhao,03/19/2022,bodyweight_kg,98.7
1056,Lamar Rhodes,09/24/2022,bodyweight_kg,86.0
1057,Eric Gardner,02/19/2022,bodyweight_kg,91.3
1058,Fujii Yuya,06/08/2022,bodyweight_kg,74.8
1059,Enrique Lugo,02/26/2022,bodyweight_kg,123.0
1060,Premar Namnama,06/08/2022,bodyweight_kg,82.1
1061,Devin Williams,03/06/2022,bodyweight_kg,109.4
1062,Benjamin Collins,01/15/2022,bodyweight_kg,88.8
1063,Taylor Casteel,03/26/2022,bodyweight_kg,89.4
1064,Christopher Rivera,09/03/2022,bodyweight_kg,82.0
1065,Dallas Bey,06/08/2022,bodyweight_kg,73.9
1066,Yehia Aboelnaga,02/12/2022,bodyweight_kg,106.8
1067,Trey RIkard,10/15/2022,bodyweight_kg,85.6
1068,Zachary Yamamoto,06/08/2022,bodyweight_kg,100.0
1069,Ken Nguyen,03/26/2022,bodyweight_kg,74.1
1070,Jalen Faulk,10/15/2022,bodyweight_kg,98.8
1071,Michael Tuchscherer,03/19/2022,bodyweight_kg,119.1
1072,David Chan,06/08/2022,bodyweight_kg,82.1
1073,Dominic Rowden,10/15/2022,bodyweight_kg,85.5
1074,Cameron Smith,06/08/2022,bodyweight_kg,89.6
1075,Tevin Duncan,03/19/2022,bodyweight_kg,89.7
1076,Aubrey Hogan,02/26/2022,bodyweight_kg,74.6
1077,Seth Dasuki,03/26/2022,bodyweight_kg,81.5
1078,Camden Wilson,02/26/2022,bodyweight_kg,104.8
1079,Kyle Petersen,03/26/2022,bodyweight_kg,74.7
1080,Cody Jaeger,10/15/2022,bodyweight_kg,82.3
1081,Kyle Dawson,03/30/2022,bodyweight_kg,81.8
1082,Scott Thurlow,01/22/2022,bodyweight_kg,82.4
1083,Juan Rios,02/26/2022,bodyweight_kg,74.5
1084,Micheal Seay,06/08/2022,bodyweight_kg,79.8
1085,Devin Mervau,07/09/2022,bodyweight_kg,88.1
1086,Thang Ngo,02/12/2022,bodyweight_kg,88.7
1087,Douglas Bowen,07/30/2022,bodyweight_kg,88.8
1088,sean mills,03/30/2022,bodyweight_kg,109.5
1089,Sean Moser,04/02/2022,bodyweight_kg,95.7
1090,Josiah Vivero,06/08/2022,bodyweight_kg,74.5
1091,Aaron Terry,04/09/2022,bodyweight_kg,123.2
1092,Kalil Zaky,06/08/2022,bodyweight_kg,97.3
1093,Peter Pires,06/08/2022,bodyweight_kg,87.3
1094,Seun Jubril,07/09/2022,bodyweight_kg,81.8
1095,Ryan Baylark,09/10/2022,bodyweight_kg,89.2
1096,Joseph Adams,06/08/2022,bodyweight_kg,89.8
1097,Daniel Morris,10/15/2022,bodyweight_kg,86.5
1098,Matthew Yeung,08/13/2022,bodyweight_kg,81.6
1099,Brett Peach,03/26/2022,bodyweight_kg,81.3
1100,Evan Orlandi,03/26/2022,bodyweight_kg,96.8
1101,Matthew Mora,09/24/2022,bodyweight_kg,74.2
1102,Aidan Roeder,03/26/2022,bodyweight_kg,87.9
1103,Tevin Jones,02/26/2022,bodyweight_kg,108.2
1104,Rob Escalante,07/23/2022,bodyweight_kg,81.7
1105,Cole Waggoner,03/19/2022,bodyweight_kg,89.2
1106,Steven Coburn,10/15/2022,bodyweight_kg,81.8
1107,Jhonson Solano,03/06/2022,bodyweight_kg,81.9
1108,Mikay Ye,06/08/2022,bodyweight_kg,67.0
1109,Quentin Nunez,06/08/2022,bodyweight_kg,98.5
1110,Wesley Cheng,02/12/2022,bodyweight_kg,88.7
1111,Vincent Victorero,06/08/2022,bodyweight_kg,89.9
1112,Sol Na,06/08/2022,bodyweight_kg,81.9
1113,Braxton Davis,06/25/2022,bodyweight_kg,85.3
1114,Michael Coladipietro,02/20/2022,bodyweight_kg,74.6
1115,Edward Taylor,03/05/2022,bodyweight_kg,82.2
1116,Lawrence Hinson,03/30/2022,bodyweight_kg,89.8
1117,Kevin Garrette,03/26/2022,bodyweight_kg,72.8
1118,Nicholas Lombardi,10/15/2022,bodyweight_kg,89.2
1119,Blake Atwell,06/08/2022,bodyweight_kg,116.6
1120,Garry Mendez,04/02/2022,bodyweight_kg,89.6
1121,Edwin McQuiston,09/24/2022,bodyweight_kg,103.5
1122,Jefferson Shue,04/02/2022,bodyweight_kg,89.2
1123,William Waller,05/29/2022,bodyweight_kg,86.4
1124,Michael Astrologo,06/08/2022,bodyweight_kg,137.3
1125,Alex Lau,06/08/2022,bodyweight_kg,81.9
1126,Vince Bualoy,08/13/2022,bodyweight_kg,109.5
1127,Nathen Pangaldan,06/08/2022,bodyweight_kg,73.0
1128,Tyler Drahem,09/24/2022,bodyweight_kg,98.2
1129,Kaleb Miller,01/22/2022,bodyweight_kg,105.7
1130,Michael Ayles,10/15/2022,bodyweight_kg,98.4
1131,Jeffrey Leung,03/26/2022,bodyweight_kg,74.2
1132,Ronnie Cormier,09/25/2022,bodyweight_kg,82.3
1133,Evan Judice,06/08/2022,bodyweight_kg,74.8
1134,Jason Bongard,06/08/2022,bodyweight_kg,89.2
1135,James Vang,03/05/2022,bodyweight_kg,67.3
1136,Tony Nguyen,09/24/2022,bodyweight_kg,74.0
1137,William Lai,08/20/2022,bodyweight_kg,75.6
1138,Dustin Limerick,03/23/2022,bodyweight_kg,108.0
1139,Dedreck Rucker,03/06/2022,bodyweight_kg,107.9
1140,Hung Phan,09/10/2022,bodyweight_kg,105.9
1141,De’Metre Forney,04/09/2022,bodyweight_kg,106.7
1142,Donavin Spears,03/23/2022,bodyweight_kg,82.4
1143,Nico Flores,04/30/2022,bodyweight_kg,74.3
1144,Hunter Reaux,10/15/2022,bodyweight_kg,89.3
1145,Jeff Docena,01/22/2022,bodyweight_kg,88.8
1146,Jason Cambra,03/26/2022,bodyweight_kg,87.6
1147,James Peavey,02/26/2022,bodyweight_kg,82.5
1148,Jordan McKinley,03/23/2022,bodyweight_kg,87.7
1149,Christopher Greene,06/08/2022,bodyweight_kg,99.0
1150,Chad Schroeder,06/18/2022,bodyweight_kg,96.4
1151,noah Urbanski,03/30/2022,bodyweight_kg,93.4
1152,Patrick Klaus,10/15/2022,bodyweight_kg,89.8
1153,Darryl Webster,02/19/2022,bodyweight_kg,89.2
1154,Tonggyu Kim,10/08/2022,bodyweight_kg,74.7
1155,Joey Correia,06/08/2022,bodyweight_kg,65.7
1156,Sawyer Klatt,03/30/2022,bodyweight_kg,98.7
1157,Chad Odsey,09/10/2022,bodyweight_kg,74.8
1158,Matthias Cash,07/23/2022,bodyweight_kg,74.8
1159,Carlos Lucio,08/20/2022,bodyweight_kg,85.3
1160,Chance Brady,01/22/2022,bodyweight_kg,82.5
1161,Zebulon Moore,06/18/2022,bodyweight_kg,107.8
1162,Zachary McGillis,03/26/2022,bodyweight_kg,72.4
1163,Marcellus Williams,06/08/2022,bodyweight_kg,74.5
1164,Bryan Rodriguez Gomez,02/26/2022,bodyweight_kg,74.5
1165,Caleb Calaway,08/13/2022,bodyweight_kg,82.1
1166,Angelo Agustin,06/08/2022,bodyweight_kg,106.6
1167,Christopher Austin,05/21/2022,bodyweight_kg,99.2
1168,Aitor Lapena-Gutierrez,03/04/2022,bodyweight_kg,106.8
1169,Connor Heim,03/30/2022,bodyweight_kg,82.4
1170,Philip Truong,03/30/2022,bodyweight_kg,81.8
1171,Andrew Ha,06/08/2022,bodyweight_kg,73.8
1172,kevin cando,06/08/2022,bodyweight_kg,73.8
1173,Justin Ellis,06/08/2022,bodyweight_kg,74.4
1174,Jared Naquin,06/08/2022,bodyweight_kg,82.0
1175,Devraj Roy,06/08/2022,bodyweight_kg,88.3
1176,Thomas Anderson,06/04/2022,bodyweight_kg,89.0
1177,Ronny Hiraldo,06/25/2022,bodyweight_kg,82.1
1178,Ethan Marshall,09/17/2022,bodyweight_kg,88.2
1179,Liam Newell,03/26/2022,bodyweight_kg,88.2
1180,Jordan Beverly,05/21/2022,bodyweight_kg,96.9
1181,Thomas Redd,01/29/2022,bodyweight_kg,94.4
1182,Connor Sult,10/15/2022,bodyweight_kg,94.4
1183,Michael Escano,07/02/2022,bodyweight_kg,73.8
1184,Jordon Spence,03/26/2022,bodyweight_kg,111.0
1185,Corey Dennis,06/08/2022,bodyweight_kg,99.1
1186,Nathan Barna,04/02/2022,bodyweight_kg,88.6
1187,Dominic Melvin,04/16/2022,bodyweight_kg,139.7
1188,Carlos Santoliquido,09/10/2022,bodyweight_kg,108.2
1189,Carson Allen,06/08/2022,bodyweight_kg,82.2
1190,Terel Monroe,06/08/2022,bodyweight_kg,65.0
1191,Hagen Henderson,04/09/2022,bodyweight_kg,136.9
1192,Logan Goo,06/08/2022,bodyweight_kg,74.6
1193,Joseph Rodriguez,06/08/2022,bodyweight_kg,71.5
1194,Austin Nikolai,07/09/2022,bodyweight_kg,66.1
1195,Jorge Diaz,10/09/2022,bodyweight_kg,89.5
1196,Evan Dunne,05/29/2022,bodyweight_kg,81.9
1197,Mark Beltran,06/08/2022,bodyweight_kg,66.7
1198,CJ Shuford,06/08/2022,bodyweight_kg,66.6
1199,Dalvin Sharpe,10/15/2022,bodyweight_kg,86.3
1200,Joseph Bierly,07/08/2022,bodyweight_kg,73.5
1201,Brian Marmolejo,02/26/2022,bodyweight_kg,73.5
1202,Christian Petrilli,03/26/2022,bodyweight_kg,82.3
1203,Elijah Williams,03/26/2022,bodyweight_kg,74.1
1204,Nicolas Philippi,06/08/2022,bodyweight_kg,109.4
1205,Stiven Sandoval Esparza,08/27/2022,bodyweight_kg,81.8
1206,Jacob Waltzer,03/26/2022,bodyweight_kg,73.8
1207,Zaw Thiha,10/15/2022,bodyweight_kg,67.2
1208,Xuchill Laput,04/02/2022,bodyweight_kg,72.9
1209,Nabil Lahlou,04/03/2022,bodyweight_kg,72.4
1210,Thomas Magarelli,09/25/2022,bodyweight_kg,89.9
1211,Ragan Henderson,10/15/2022,bodyweight_kg,115.7
1212,Neitik Patel,01/29/2022,bodyweight_kg,89.0
1213,Chase Ishmael,07/16/2022,bodyweight_kg,97.9
1214,Arthur French,03/30/2022,bodyweight_kg,107.6
1215,Sebastian Ehmann,04/16/2022,bodyweight_kg,109.4
1216,Michael West,10/15/2022,bodyweight_kg,90.6
1217,Matthew Swanson,06/08/2022,bodyweight_kg,89.4
1218,Dylan Campbell,03/19/2022,bodyweight_kg,105.2
1219,Trevor Woodman,03/06/2022,bodyweight_kg,81.7
1220,David Waters,02/19/2022,bodyweight_kg,83.0
1221,Kristopher Hunt,06/08/2022,bodyweight_kg,89.5
1222,Tanner Underberg,03/30/2022,bodyweight_kg,81.9
1223,Jason Coonan,06/08/2022,bodyweight_kg,97.8
1224,Alex Hall,10/16/2022,bodyweight_kg,80.4
1225,James Cole,03/30/2022,bodyweight_kg,99.5
1226,Devin Tran,02/26/2022,bodyweight_kg,95.0
1227,Zach Taylor,03/30/2022,bodyweight_kg,67.3
1228,Brian Brickey,06/08/2022,bodyweight_kg,105.9
1229,Ben Lujan,10/01/2022,bodyweight_kg,90.0
1230,Jeffrey Thompson,06/08/2022,bodyweight_kg,74.5
1231,Mathew Tinson,08/13/2022,bodyweight_kg,82.1
1232,Jeffrey Gonzalez,03/26/2022,bodyweight_kg,88.7
1233,Tyler Wilson,03/26/2022,bodyweight_kg,108.0
1234,McVay Stockwell,03/26/2022,bodyweight_kg,74.5
1235,Derek LoGrande,06/08/2022,bodyweight_kg,73.9
1236,Michael Bress,03/19/2022,bodyweight_kg,90.0
1237,E.J. Thomas,04/09/2022,bodyweight_kg,89.4
1238,Eric Jelen,05/28/2022,bodyweight_kg,81.2
1239,Kevin Paul,10/15/2022,bodyweight_kg,97.3
1240,Nathan McPeters,08/27/2022,bodyweight_kg,98.7
1241,Quinton Briggs,03/26/2022,bodyweight_kg,89.7
1242,Chris Yip,09/10/2022,bodyweight_kg,75.8
1243,Michael Simonetti,04/02/2022,bodyweight_kg,107.1
1244,Kyle Nowak,03/26/2022,bodyweight_kg,66.5
1245,Matthew Middleton,09/10/2022,bodyweight_kg,96.2
1246,Jordan Glenn,06/08/2022,bodyweight_kg,89.9
1247,Lawrence Chambers,06/25/2022,bodyweight_kg,81.0
1248,Liam Belcher,09/10/2022,bodyweight_kg,90.0
1249,David Charles,10/08/2022,bodyweight_kg,89.4
1250,Ryan Sanders,06/08/2022,bodyweight_kg,97.2
1251,De'Quinton Gie,03/06/2022,bodyweight_kg,81.8
1252,William Dunn,10/15/2022,bodyweight_kg,74.0
1253,Noah Forman,06/08/2022,bodyweight_kg,73.0
1254,Pedro Rabello,07/30/2022,bodyweight_kg,77.4
1255,Tyler Wang,03/06/2022,bodyweight_kg,96.8
1256,Jonah Liwag,07/03/2022,bodyweight_kg,95.6
1257,James Bryant,06/08/2022,bodyweight_kg,82.1
1258,Motti Goldberger,03/26/2022,bodyweight_kg,66.5
1259,Cody Hartman,03/30/2022,bodyweight_kg,74.9
1260,Sevon Bumper,04/30/2022,bodyweight_kg,90.0
1261,Dwight Simmons,08/06/2022,bodyweight_kg,116.9
1262,Tadriaun Logan,06/08/2022,bodyweight_kg,88.9
1263,Fabion Moffett,02/05/2022,bodyweight_kg,108.5
1264,Leandro Gerard Faraon,06/08/2022,bodyweight_kg,66.7
1265,Jeffrey Chavez,06/08/2022,bodyweight_kg,81.3
1266,Besim Muminovic,01/22/2022,bodyweight_kg,88.6
1267,Gabriel Zakaryan,08/13/2022,bodyweight_kg,108.9
1268,Paul Beck,09/10/2022,bodyweight_kg,89.3
1269,Sawyer Yandell,02/26/2022,bodyweight_kg,66.4
1270,Nicholas Larson,10/01/2022,bodyweight_kg,90.0
1271,Richard Shorts,03/26/2022,bodyweight_kg,81.5
1272,Zachary Watson,07/23/2022,bodyweight_kg,86.9
1273,Dakota Snyder,02/12/2022,bodyweight_kg,110.0
1274,Jonathan Lavoie,07/16/2022,bodyweight_kg,81.7
1275,Brenan Lasala,08/13/2022,bodyweight_kg,109.3
1276,Maxon Shethar,03/26/2022,bodyweight_kg,138.3
1277,Joshua Longoria,02/12/2022,bodyweight_kg,143.3
1278,Deontay Walker,06/08/2022,bodyweight_kg,99.5
1279,Joshua Villa,03/19/2022,bodyweight_kg,89.1
1280,Joel Patera,04/02/2022,bodyweight_kg,87.9
1281,Brandon Rojo,09/24/2022,bodyweight_kg,81.9
1282,Wesley Allen,03/05/2022,bodyweight_kg,89.1
1283,Tyler Tai Nguyen,10/15/2022,bodyweight_kg,80.8
1284,William Ivey,10/15/2022,bodyweight_kg,87.9
1285,Atomu Wakamatsu,06/08/2022,bodyweight_kg,81.4
1286,Niels Levy-Thiebaut,08/06/2022,bodyweight_kg,89.2
1287,Wascar Carpio,03/06/2022,bodyweight_kg,60.0
1288,Peter Cherry,03/06/2022,bodyweight_kg,109.8
1289,Adam Cecchetto,10/08/2022,bodyweight_kg,96.4
1290,Darious Stokes,02/19/2022,bodyweight_kg,65.4
1291,Antonio Thomas,05/01/2022,bodyweight_kg,107.7
1292,Nicholas Gorham,10/15/2022,bodyweight_kg,82.2
1293,Eddy Tamayo Garcia,06/08/2022,bodyweight_kg,97.2
1294,Adrian Kim,08/20/2022,bodyweight_kg,73.8
1295,Cody Gassman,03/19/2022,bodyweight_kg,88.3
1296,William O'Neil-White,10/08/2022,bodyweight_kg,132.8
1297,Nathan Tansey,03/26/2022,bodyweight_kg,74.5
1298,Gregory Wunrow,09/03/2022,bodyweight_kg,96.8
1299,Jared Hernandez,05/07/2022,bodyweight_kg,80.1
1300,Michael Hennessy,09/10/2022,bodyweight_kg,81.4
1301,Nicholas Tadrick,06/08/2022,bodyweight_kg,99.6
1302,Max Runkle,03/19/2022,bodyweight_kg,89.8
1303,Morgan Chan,04/16/2022,bodyweight_kg,82.0
1304,Lance London,07/08/2022,bodyweight_kg,99.1
1305,Aliki Hui,07/23/2022,bodyweight_kg,73.7
1306,Joshua Price,01/29/2022,bodyweight_kg,124.6
1307,Nathan Alexander,06/08/2022,bodyweight_kg,123.8
1308,Austin Miller,08/13/2022,bodyweight_kg,88.2
1309,Nikolas Williams,08/13/2022,bodyweight_kg,88.3
1310,Luke McCain,06/08/2022,bodyweight_kg,62.5
1311,Allan Bautista,08/13/2022,bodyweight_kg,80.0
1312,Nathan Redwing,04/23/2022,bodyweight_kg,150.3
1313,Cole Garcia,03/26/2022,bodyweight_kg,95.5
1314,Chris Salazar,06/25/2022,bodyweight_kg,89.7
1315,Garrett Bailey,03/12/2022,bodyweight_kg,117.5
1316,Jeffrey Glover,06/04/2022,bodyweight_kg,73.4
1317,Lee Gerth,09/10/2022,bodyweight_kg,98.3
1318,Phillip Wilson,01/15/2022,bodyweight_kg,80.2
1319,Travis Napier,02/12/2022,bodyweight_kg,107.0
1320,Edward Tadman,06/08/2022,bodyweight_kg,74.1
1321,Curtis Whitten,06/25/2022,bodyweight_kg,97.8
1322,Jesse Rodriguez,06/08/2022,bodyweight_kg,67.3
1323,Bryan Harwell,04/30/2022,bodyweight_kg,80.3
1324,Romar Paul Harayo,03/30/2022,bodyweight_kg,109.3
1325,Derek Akunne,09/24/2022,bodyweight_kg,121.3
1326,Lucas Sison,02/26/2022,bodyweight_kg,73.7
1327,Kendall Washington,06/08/2022,bodyweight_kg,67.4
1328,Matt Foddrill,03/06/2022,bodyweight_kg,73.2
1329,Gabe Cuadra,03/26/2022,bodyweight_kg,82.2
1330,Joe Bertone,02/19/2022,bodyweight_kg,120.7
1331,Lee Maccarone,10/01/2022,bodyweight_kg,82.3
1332,Michael Weshnak,09/25/2022,bodyweight_kg,88.3
1333,Ronell Labrada,10/01/2022,bodyweight_kg,109.6
1334,Paul Manzella,07/23/2022,bodyweight_kg,81.1
1335,Jacob Lynch,09/25/2022,bodyweight_kg,73.3
1336,Alex Beaufort,09/11/2022,bodyweight_kg,73.3
1337,Hugo Mendoza,04/09/2022,bodyweight_kg,108.2
1338,Ryan Nolan,07/08/2022,bodyweight_kg,98.2
1339,Derreck Radzieski,03/19/2022,bodyweight_kg,74.4
1340,Matthew Cronin,06/08/2022,bodyweight_kg,122.6
1341,Geovanni Martiniano,06/08/2022,bodyweight_kg,67.1
1342,Kevin Yeboah,03/19/2022,bodyweight_kg,93.1
1343,Micah Tumpap,06/18/2022,bodyweight_kg,81.4
1344,Joshua Hall,03/26/2022,bodyweight_kg,89.9
1345,Sean Sullivan,06/08/2022,bodyweight_kg,74.6
1346,Alex Hong,04/02/2022,bodyweight_kg,79.7
1347,Jhamal Williams,03/26/2022,bodyweight_kg,98.6
1348,Killian Turner,04/16/2022,bodyweight_kg,81.5
1349,Guillermo Casal,06/08/2022,bodyweight_kg,89.4
1350,Shawn Alexander,03/06/2022,bodyweight_kg,79.2
