,date,search_term,interest,month,year,m_1,m_10,m_11,m_12,m_2,m_3,m_4,m_5,m_6,m_7,m_8,m_9,y_2018,y_2019,y_2020,y_2021,y_2022,interest_sa
648,2019-05-19,energy efficient,11,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,15.028042073234118
649,2019-05-26,energy efficient,7,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11.028042073234118
650,2019-06-02,energy efficient,11,6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,16.810411680829617
651,2019-06-09,energy efficient,12,6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,17.810411680829617
652,2019-06-16,energy efficient,9,6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,14.810411680829615
653,2019-06-23,energy efficient,5,6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,10.810411680829615
654,2019-06-30,energy efficient,6,6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11.810411680829615
655,2019-07-07,energy efficient,10,7,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13.057781152608541
656,2019-07-14,energy efficient,12,7,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15.057781152608541
657,2019-07-21,energy efficient,10,7,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13.057781152608541
658,2019-07-28,energy efficient,11,7,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,14.057781152608541
659,2019-08-04,energy efficient,7,8,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.8468757409638155
660,2019-08-11,energy efficient,12,8,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8.846875740963815
661,2019-08-18,energy efficient,7,8,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3.8468757409638155
662,2019-08-25,energy efficient,6,8,2019,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.8468757409638155
663,2019-09-01,energy efficient,9,9,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.13076478975862038
664,2019-09-08,energy efficient,14,9,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4.86923521024138
665,2019-09-15,energy efficient,10,9,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.8692352102413796
666,2019-09-22,energy efficient,10,9,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.8692352102413796
667,2019-09-29,energy efficient,16,9,2019,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6.86923521024138
668,2019-10-06,energy efficient,15,10,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.833333333333341
669,2019-10-13,energy efficient,17,10,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.833333333333341
670,2019-10-20,energy efficient,17,10,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.833333333333341
671,2019-10-27,energy efficient,17,10,2019,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.833333333333341
672,2019-11-03,energy efficient,15,11,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6.433562929849602
673,2019-11-10,energy efficient,16,11,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.433562929849602
674,2019-11-17,energy efficient,19,11,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.433562929849602
675,2019-11-24,energy efficient,14,11,2019,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.433562929849602
676,2019-12-01,energy efficient,17,12,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14.278527258284852
677,2019-12-08,energy efficient,13,12,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10.278527258284852
678,2019-12-15,energy efficient,17,12,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14.278527258284852
679,2019-12-22,energy efficient,8,12,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5.278527258284852
680,2019-12-29,energy efficient,12,12,2019,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9.278527258284852
681,2020-01-05,energy efficient,17,1,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.0
682,2020-01-12,energy efficient,17,1,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.0
683,2020-01-19,energy efficient,13,1,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.0
684,2020-01-26,energy efficient,11,1,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.0
685,2020-02-02,energy efficient,16,2,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,17.418327721265335
686,2020-02-09,energy efficient,15,2,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,16.418327721265335
687,2020-02-16,energy efficient,17,2,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,18.418327721265335
688,2020-02-23,energy efficient,10,2,2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,11.418327721265333
689,2020-03-01,energy efficient,12,3,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,14.183877664752869
690,2020-03-08,energy efficient,10,3,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,12.183877664752869
691,2020-03-15,energy efficient,9,3,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,11.183877664752869
692,2020-03-22,energy efficient,11,3,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13.183877664752869
693,2020-03-29,energy efficient,8,3,2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10.183877664752869
694,2020-04-05,energy efficient,11,4,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13.29332772126533
695,2020-04-12,energy efficient,9,4,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11.29332772126533
696,2020-04-19,energy efficient,11,4,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13.29332772126533
697,2020-04-26,energy efficient,8,4,2020,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10.29332772126533
698,2020-05-03,energy efficient,15,5,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,19.02804207323412
699,2020-05-10,energy efficient,12,5,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16.02804207323412
700,2020-05-17,energy efficient,12,5,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,16.02804207323412
701,2020-05-24,energy efficient,7,5,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11.028042073234117
702,2020-05-31,energy efficient,14,5,2020,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,18.02804207323412
703,2020-06-07,energy efficient,9,6,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14.810411680829615
704,2020-06-14,energy efficient,11,6,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16.810411680829617
705,2020-06-21,energy efficient,12,6,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,17.810411680829617
706,2020-06-28,energy efficient,11,6,2020,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16.810411680829617
707,2020-07-05,energy efficient,30,7,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,33.05778115260854
708,2020-07-12,energy efficient,11,7,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,14.057781152608541
709,2020-07-19,energy efficient,16,7,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,19.05778115260854
710,2020-07-26,energy efficient,11,7,2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,14.057781152608541
711,2020-08-02,energy efficient,19,8,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15.846875740963815
712,2020-08-09,energy efficient,13,8,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9.846875740963815
713,2020-08-16,energy efficient,11,8,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7.8468757409638155
714,2020-08-23,energy efficient,10,8,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.8468757409638155
715,2020-08-30,energy efficient,16,8,2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,12.846875740963815
716,2020-09-06,energy efficient,15,9,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.869235210241376
717,2020-09-13,energy efficient,14,9,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4.869235210241376
718,2020-09-20,energy efficient,15,9,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.869235210241376
719,2020-09-27,energy efficient,23,9,2020,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,13.869235210241376
720,2020-10-04,energy efficient,21,10,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.833333333333341
721,2020-10-11,energy efficient,18,10,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.833333333333341
722,2020-10-18,energy efficient,15,10,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.833333333333341
723,2020-10-25,energy efficient,15,10,2020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.833333333333341
724,2020-11-01,energy efficient,20,11,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11.433562929849606
725,2020-11-08,energy efficient,16,11,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.4335629298496055
726,2020-11-15,energy efficient,14,11,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.4335629298496055
727,2020-11-22,energy efficient,18,11,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.433562929849606
728,2020-11-29,energy efficient,17,11,2020,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.433562929849606
729,2020-12-06,energy efficient,19,12,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16.278527258284853
730,2020-12-13,energy efficient,11,12,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8.278527258284852
731,2020-12-20,energy efficient,10,12,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.278527258284852
732,2020-12-27,energy efficient,15,12,2020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,12.278527258284852
733,2021-01-03,energy efficient,22,1,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.0
734,2021-01-10,energy efficient,19,1,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19.0
735,2021-01-17,energy efficient,17,1,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.0
736,2021-01-24,energy efficient,15,1,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.0
737,2021-01-31,energy efficient,18,1,2021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18.0
738,2021-02-07,energy efficient,22,2,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,23.418327721265335
739,2021-02-14,energy efficient,9,2,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10.418327721265333
740,2021-02-21,energy efficient,16,2,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17.418327721265335
741,2021-02-28,energy efficient,16,2,2021,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17.418327721265335
742,2021-03-07,energy efficient,15,3,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,17.183877664752867
743,2021-03-14,energy efficient,11,3,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13.183877664752867
744,2021-03-21,energy efficient,11,3,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,13.183877664752867
745,2021-03-28,energy efficient,9,3,2021,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,11.183877664752867
746,2021-04-04,energy efficient,16,4,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18.293327721265328
747,2021-04-11,energy efficient,12,4,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14.29332772126533
748,2021-04-18,energy efficient,13,4,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.29332772126533
749,2021-04-25,energy efficient,13,4,2021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15.29332772126533
750,2021-05-02,energy efficient,13,5,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,17.02804207323412
751,2021-05-09,energy efficient,18,5,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,22.02804207323412
752,2021-05-16,energy efficient,9,5,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,13.028042073234118
753,2021-05-23,energy efficient,13,5,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,17.02804207323412
754,2021-05-30,energy efficient,12,5,2021,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,16.02804207323412
755,2021-06-06,energy efficient,12,6,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,17.810411680829617
756,2021-06-13,energy efficient,9,6,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14.810411680829615
757,2021-06-20,energy efficient,8,6,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,13.810411680829615
758,2021-06-27,energy efficient,9,6,2021,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,14.810411680829615
759,2021-07-04,energy efficient,9,7,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12.057781152608541
760,2021-07-11,energy efficient,9,7,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12.057781152608541
761,2021-07-18,energy efficient,13,7,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16.05778115260854
762,2021-07-25,energy efficient,16,7,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,19.05778115260854
763,2021-08-01,energy efficient,10,8,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6.846875740963817
764,2021-08-08,energy efficient,10,8,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6.846875740963817
765,2021-08-15,energy efficient,11,8,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7.846875740963817
766,2021-08-22,energy efficient,12,8,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,8.846875740963817
767,2021-08-29,energy efficient,13,8,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9.846875740963817
768,2021-09-05,energy efficient,12,9,2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2.869235210241378
769,2021-09-12,energy efficient,16,9,2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6.869235210241378
770,2021-09-19,energy efficient,17,9,2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.869235210241378
771,2021-09-26,energy efficient,20,9,2021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10.869235210241378
772,2021-10-03,energy efficient,25,10,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.83333333333334
773,2021-10-10,energy efficient,24,10,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12.83333333333334
774,2021-10-17,energy efficient,26,10,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.83333333333334
775,2021-10-24,energy efficient,21,10,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.83333333333334
776,2021-10-31,energy efficient,28,10,2021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.83333333333334
777,2021-11-07,energy efficient,23,11,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.433562929849604
778,2021-11-14,energy efficient,15,11,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.433562929849604
779,2021-11-21,energy efficient,24,11,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.433562929849604
780,2021-11-28,energy efficient,22,11,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13.433562929849604
781,2021-12-05,energy efficient,22,12,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,19.278527258284853
782,2021-12-12,energy efficient,14,12,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,11.278527258284853
783,2021-12-19,energy efficient,18,12,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.278527258284853
784,2021-12-26,energy efficient,16,12,2021,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13.278527258284853
785,2022-01-02,energy efficient,25,1,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.000000000000004
786,2022-01-09,energy efficient,22,1,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.000000000000004
787,2022-01-16,energy efficient,30,1,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.000000000000004
788,2022-01-23,energy efficient,25,1,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.000000000000004
789,2022-01-30,energy efficient,35,1,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35.0
790,2022-02-06,energy efficient,27,2,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,28.41832772126534
791,2022-02-13,energy efficient,22,2,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,23.41832772126534
792,2022-02-20,energy efficient,24,2,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,25.41832772126534
793,2022-02-27,energy efficient,26,2,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,27.41832772126534
794,2022-03-06,energy efficient,38,3,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40.18387766475287
795,2022-03-13,energy efficient,25,3,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,27.183877664752874
796,2022-03-20,energy efficient,24,3,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,26.183877664752874
797,2022-03-27,energy efficient,43,3,2022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,45.18387766475287
798,2022-04-03,energy efficient,45,4,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,47.29332772126533
799,2022-04-10,energy efficient,30,4,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,32.29332772126533
800,2022-04-17,energy efficient,21,4,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,23.29332772126533
801,2022-04-24,energy efficient,24,4,2022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,26.29332772126533
802,2022-05-01,energy efficient,23,5,2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,27.028042073234122
803,2022-05-08,energy efficient,23,5,2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,27.028042073234122
804,2022-05-15,energy efficient,17,5,2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,21.028042073234122
805,2022-05-22,energy efficient,25,5,2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,29.028042073234122
806,2022-05-29,energy efficient,21,5,2022,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,25.028042073234122
807,2022-06-05,energy efficient,19,6,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,24.81041168082962
808,2022-06-12,energy efficient,17,6,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,22.81041168082962
809,2022-06-19,energy efficient,19,6,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,24.81041168082962
810,2022-06-26,energy efficient,20,6,2022,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,25.81041168082962
811,2022-07-03,energy efficient,19,7,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,22.057781152608545
812,2022-07-10,energy efficient,20,7,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,23.057781152608545
813,2022-07-17,energy efficient,19,7,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,22.057781152608545
814,2022-07-24,energy efficient,26,7,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,29.057781152608545
815,2022-07-31,energy efficient,29,7,2022,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,32.05778115260854
816,2022-08-07,energy efficient,31,8,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,27.84687574096382
817,2022-08-14,energy efficient,28,8,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,24.84687574096382
818,2022-08-21,energy efficient,55,8,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,51.846875740963824
819,2022-08-28,energy efficient,100,8,2022,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,96.84687574096382
820,2022-09-04,energy efficient,70,9,2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,60.86923521024138
821,2022-09-11,energy efficient,53,9,2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,43.86923521024138
822,2022-09-18,energy efficient,56,9,2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,46.86923521024138
823,2022-09-25,energy efficient,83,9,2022,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,73.86923521024138
824,2022-10-02,energy efficient,66,10,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54.83333333333335
825,2022-10-09,energy efficient,58,10,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.83333333333335
826,2022-10-16,energy efficient,51,10,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39.83333333333335
827,2022-10-23,energy efficient,46,10,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34.83333333333335
828,2022-10-30,energy efficient,58,10,2022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46.83333333333335
829,2022-11-06,energy efficient,51,11,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42.43356292984961
830,2022-11-13,energy efficient,57,11,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.43356292984961
831,2022-11-20,energy efficient,61,11,2022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52.43356292984961
832,2018-12-02,double glazing,50,12,2018,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,68.99236787890726
833,2018-12-09,double glazing,44,12,2018,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,62.99236787890726
834,2018-12-16,double glazing,38,12,2018,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,56.99236787890726
835,2018-12-23,double glazing,31,12,2018,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,49.99236787890726
836,2018-12-30,double glazing,50,12,2018,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,68.99236787890726
837,2019-01-06,double glazing,59,1,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59.0
838,2019-01-13,double glazing,59,1,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59.0
839,2019-01-20,double glazing,60,1,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60.0
840,2019-01-27,double glazing,60,1,2019,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60.0
841,2019-02-03,double glazing,62,2,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,58.420306382531194
842,2019-02-10,double glazing,53,2,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,49.420306382531194
843,2019-02-17,double glazing,58,2,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,54.420306382531194
844,2019-02-24,double glazing,55,2,2019,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,51.420306382531194
845,2019-03-03,double glazing,59,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,60.604501653951296
846,2019-03-10,double glazing,61,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,62.604501653951296
847,2019-03-17,double glazing,56,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,57.604501653951296
848,2019-03-24,double glazing,67,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,68.60450165395129
849,2019-03-31,double glazing,62,3,2019,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,63.604501653951296
850,2019-04-07,double glazing,63,4,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,64.4828063825312
851,2019-04-14,double glazing,58,4,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,59.482806382531194
852,2019-04-21,double glazing,58,4,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,59.482806382531194
853,2019-04-28,double glazing,54,4,2019,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,55.482806382531194
854,2019-05-05,double glazing,55,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,61.21313713407535
855,2019-05-12,double glazing,53,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,59.21313713407535
856,2019-05-19,double glazing,50,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,56.21313713407535
857,2019-05-26,double glazing,50,5,2019,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,56.21313713407535
858,2019-06-02,double glazing,47,6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,52.28420142492303
859,2019-06-09,double glazing,53,6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,58.28420142492303
860,2019-06-16,double glazing,42,6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,47.28420142492303
861,2019-06-23,double glazing,53,6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,58.28420142492303
862,2019-06-30,double glazing,45,6,2019,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,50.28420142492303
863,2019-07-07,double glazing,47,7,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,47.24750368058667
864,2019-07-14,double glazing,45,7,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,45.24750368058667
865,2019-07-21,double glazing,56,7,2019,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,56.24750368058667
